id,merge_lat,merge_lon,out,in,unbalance
105,39.6215057373047,116.084976196289,0,1,1
106,39.6215057373047,116.196212768555,0,1,1
107,39.6215057373047,116.197586059570,1,0,-1
108,39.6215057373047,116.294403076172,2,0,-2
109,39.6215057373047,116.312942504883,1,0,-1
110,39.6228790283203,116.325302124023,3,1,-2
111,39.6221923828125,116.327362060547,1,2,1
112,39.6215057373047,116.330108642578,3,3,0
113,39.6215057373047,116.345214843750,1,1,0
114,39.6215057373047,116.461257934570,1,0,-1
115,39.6215057373047,116.671371459961,2,0,-2
116,39.6228790283203,116.035537719727,1,0,-1
117,39.6228790283203,116.153640747070,1,0,-1
118,39.6228790283203,116.319808959961,1,1,0
119,39.6228790283203,116.321182250977,2,0,-2
120,39.6228790283203,116.380233764648,0,2,2
121,39.6242523193359,115.916061401367,0,1,1
122,39.6242523193359,116.052017211914,0,1,1
123,39.6242523193359,116.063003540039,1,1,0
124,39.6242523193359,116.378860473633,0,1,1
125,39.6242523193359,116.380233764648,1,1,0
126,39.6242523193359,116.381607055664,1,0,-1
127,39.6242523193359,116.495590209961,1,1,0
128,39.6242523193359,116.590347290039,1,0,-1
129,39.6256256103516,116.052703857422,4,0,-4
130,39.6256256103516,116.192092895508,0,1,1
131,39.6256256103516,116.323928833008,0,1,1
132,39.6256256103516,116.327362060547,4,2,-2
133,39.6256256103516,116.329421997070,1,0,-1
134,39.6256256103516,116.334915161133,1,0,-1
135,39.6256256103516,116.378860473633,3,1,-2
136,39.6269989013672,116.112442016602,1,0,-1
137,39.6269989013672,116.310195922852,0,1,1
138,39.6283721923828,116.312942504883,2,2,0
139,39.6276855468750,116.321182250977,1,1,0
140,39.6283721923828,116.326675415039,2,1,-1
141,39.6269989013672,116.406326293945,1,0,-1
142,39.6269989013672,116.584854125977,0,1,1
143,39.6283721923828,116.050643920898,0,1,1
144,39.6283721923828,116.200332641602,0,2,2
145,39.6283721923828,116.319808959961,1,0,-1
146,39.6297454833984,116.054763793945,0,1,1
147,39.6297454833984,116.082229614258,1,1,0
148,39.6297454833984,116.421432495117,0,1,1
149,39.6311187744141,116.054763793945,0,2,2
150,39.6311187744141,116.201705932617,1,0,-1
151,39.6311187744141,116.317062377930,0,1,1
152,39.6311187744141,116.321182250977,0,1,1
153,39.6311187744141,116.420059204102,1,0,-1
154,39.6311187744141,116.523056030273,0,1,1
155,39.6324920654297,115.881729125977,1,0,-1
156,39.6338653564453,116.034164428711,1,1,0
157,39.6324920654297,116.053390502930,1,0,-1
158,39.6324920654297,116.083602905273,1,0,-1
159,39.6324920654297,116.317062377930,1,0,-1
160,39.6324920654297,116.321182250977,1,0,-1
161,39.6324920654297,116.422805786133,0,1,1
162,39.6324920654297,116.525802612305,1,0,-1
163,39.6338653564453,116.036911010742,0,1,1
164,39.6338653564453,116.058883666992,1,0,-1
165,39.6338653564453,116.084976196289,0,1,1
166,39.6338653564453,116.323928833008,1,0,-1
167,39.6338653564453,116.402206420898,0,1,1
168,39.6352386474609,116.041030883789,2,2,0
169,39.6352386474609,116.059570312500,2,0,-2
170,39.6366119384766,116.491470336914,0,1,1
171,39.6379852294922,116.046524047852,1,0,-1
172,39.6379852294922,116.495590209961,1,0,-1
173,39.6379852294922,116.590347290039,0,1,1
174,39.6393585205078,116.034164428711,1,2,1
175,39.6393585205078,116.043777465820,0,1,1
176,39.6393585205078,116.080856323242,0,1,1
177,39.6393585205078,116.277236938477,0,1,1
178,39.6393585205078,116.325302124023,0,1,1
179,39.6393585205078,116.593093872070,1,0,-1
180,39.6407318115234,116.020431518555,1,0,-1
181,39.6407318115234,116.078109741211,2,0,-2
182,39.6407318115234,116.153640747070,0,1,1
183,39.6407318115234,116.275863647461,1,2,1
184,39.6407318115234,116.326675415039,2,0,-2
185,39.6407318115234,116.363754272461,0,1,1
186,39.6407318115234,116.593093872070,0,1,1
187,39.6421051025391,115.931167602539,1,0,-1
188,39.6434783935547,116.069869995117,2,0,-2
189,39.6421051025391,116.075363159180,1,0,-1
190,39.6421051025391,116.135787963867,0,1,1
191,39.6421051025391,116.274490356445,1,0,-1
192,39.6421051025391,116.326675415039,2,1,-1
193,39.6421051025391,116.387100219727,1,0,-1
194,39.6421051025391,116.587600708008,1,0,-1
195,39.6421051025391,116.659011840820,0,1,1
196,39.6434783935547,115.928421020508,0,1,1
197,39.6434783935547,116.067123413086,1,3,2
198,39.6448516845703,116.068496704102,1,1,0
199,39.6434783935547,116.071243286133,0,4,4
200,39.6434783935547,116.075363159180,1,0,-1
201,39.6441650390625,116.136474609375,2,1,-1
202,39.6434783935547,116.300582885742,0,1,1
203,39.6434783935547,116.381607055664,0,2,2
204,39.6448516845703,116.115188598633,0,1,1
205,39.6448516845703,116.273117065430,1,0,-1
206,39.6448516845703,116.323242187500,4,4,0
207,39.6448516845703,116.384353637695,1,0,-1
208,39.6448516845703,116.509323120117,0,1,1
209,39.6448516845703,116.664505004883,1,0,-1
210,39.6462249755859,116.073989868164,1,1,0
211,39.6462249755859,116.076736450195,0,1,1
212,39.6462249755859,116.105575561523,1,0,-1
213,39.6462249755859,116.106948852539,1,3,2
214,39.6462249755859,116.117935180664,0,1,1
215,39.6462249755859,116.130294799805,1,0,-1
216,39.6462249755859,116.295089721680,1,0,-1
217,39.6462249755859,116.318435668945,1,0,-1
218,39.6462249755859,116.322555541992,0,1,1
219,39.6462249755859,116.415252685547,2,1,-1
220,39.6462249755859,116.661758422852,0,1,1
221,39.6475982666016,116.058883666992,1,1,0
222,39.6475982666016,116.064376831055,0,1,1
223,39.6475982666016,116.068496704102,0,1,1
224,39.6475982666016,116.072616577148,1,4,3
225,39.6475982666016,116.073989868164,1,1,0
226,39.6475982666016,116.080856323242,1,0,-1
227,39.6475982666016,116.115188598633,2,0,-2
228,39.6475982666016,116.374740600586,1,0,-1
229,39.6475982666016,116.498336791992,1,0,-1
230,39.6475982666016,116.634292602539,0,1,1
231,39.6475982666016,116.654891967773,0,1,1
232,39.6503448486328,116.068496704102,2,1,-1
233,39.6494293212891,116.070327758789,3,2,-1
234,39.6496582031250,116.073989868164,2,1,-1
235,39.6489715576172,116.087722778320,0,1,1
236,39.6489715576172,116.095962524414,1,0,-1
237,39.6489715576172,116.376113891602,2,0,-2
238,39.6489715576172,116.415939331055,1,0,-1
239,39.6489715576172,116.417312622070,1,0,-1
240,39.6489715576172,116.422805786133,1,0,-1
241,39.6503448486328,116.050643920898,1,0,-1
242,39.6503448486328,116.100082397461,1,0,-1
243,39.6503448486328,116.275177001953,1,1,0
244,39.6503448486328,116.292343139648,1,0,-1
245,39.6503448486328,116.304702758789,1,0,-1
246,39.6503448486328,116.370620727539,0,2,2
247,39.6503448486328,116.652145385742,0,1,1
248,39.6503448486328,116.659011840820,0,3,3
249,39.6517181396484,116.100082397461,0,1,1
250,39.6517181396484,116.114501953125,1,2,1
251,39.6517181396484,116.279983520508,0,1,1
252,39.6517181396484,116.286849975586,1,2,1
253,39.6517181396484,116.288223266602,0,1,1
254,39.6517181396484,116.627426147461,1,0,-1
255,39.6517181396484,116.659011840820,0,1,1
256,39.6530914306641,116.068496704102,2,3,1
257,39.6530914306641,116.071243286133,0,1,1
258,39.6530914306641,116.100082397461,2,1,-1
259,39.6530914306641,116.155014038086,0,1,1
260,39.6530914306641,116.275863647461,0,1,1
261,39.6530914306641,116.277236938477,3,1,-2
262,39.6544647216797,116.285476684570,2,0,-2
263,39.6530914306641,116.290283203125,2,2,0
264,39.6544647216797,116.323242187500,2,2,0
265,39.6530914306641,116.358261108398,1,0,-1
266,39.6530914306641,116.398086547852,0,1,1
267,39.6530914306641,116.414566040039,0,1,1
268,39.6530914306641,116.582107543945,0,1,1
269,39.6530914306641,116.619186401367,0,1,1
270,39.6530914306641,116.639785766602,1,0,-1
271,39.6530914306641,116.641159057617,1,0,-1
272,39.6530914306641,116.679611206055,0,1,1
273,39.6558380126953,116.068496704102,3,2,-1
274,39.6558380126953,116.107864379883,2,3,1
275,39.6551513671875,116.154327392578,4,2,-2
276,39.6544647216797,116.175613403320,0,1,1
277,39.6551513671875,116.271743774414,3,3,0
278,39.6544647216797,116.279983520508,0,4,4
279,39.6551513671875,116.282730102539,2,0,-2
280,39.6544647216797,116.288223266602,0,1,1
281,39.6544647216797,116.564254760742,1,0,-1
282,39.6558380126953,116.591720581055,1,4,3
283,39.6558380126953,116.593780517578,2,3,1
284,39.6544647216797,116.597213745117,1,0,-1
285,39.6544647216797,116.619186401367,0,1,1
286,39.6544647216797,116.627426147461,1,0,-1
287,39.6544647216797,116.634979248047,1,1,0
288,39.6549224853516,116.638870239258,3,1,-2
289,39.6558380126953,115.933914184570,0,1,1
290,39.6558380126953,115.942153930664,0,2,2
291,39.6558380126953,116.063003540039,0,1,1
292,39.6558380126953,116.067123413086,1,1,0
293,39.6558380126953,116.069869995117,1,1,0
294,39.6558380126953,116.112442016602,0,1,1
295,39.6558380126953,116.590347290039,0,1,1
296,39.6558380126953,116.628799438477,1,1,0
297,39.6558380126953,116.630172729492,1,0,-1
298,39.6572113037109,115.936660766602,0,1,1
299,39.6572113037109,115.938034057617,2,0,-2
300,39.6572113037109,115.946273803711,1,1,0
301,39.6572113037109,116.042404174805,1,0,-1
302,39.6572113037109,116.109695434570,0,4,4
303,39.6572113037109,116.120681762695,2,1,-1
304,39.6572113037109,116.285476684570,1,0,-1
305,39.6572113037109,116.290969848633,1,0,-1
306,39.6572113037109,116.361007690430,1,1,0
307,39.6572113037109,116.366500854492,0,1,1
308,39.6572113037109,116.580734252930,1,0,-1
309,39.6572113037109,116.617813110352,1,0,-1
310,39.6572113037109,116.623306274414,1,3,2
311,39.6572113037109,116.641159057617,1,0,-1
312,39.6585845947266,115.936660766602,1,0,-1
313,39.6585845947266,115.942153930664,0,1,1
314,39.6585845947266,115.998458862305,0,1,1
315,39.6585845947266,116.065750122070,1,0,-1
316,39.6585845947266,116.071243286133,1,0,-1
317,39.6599578857422,116.112442016602,1,2,1
318,39.6585845947266,116.295089721680,1,0,-1
319,39.6585845947266,116.361007690430,1,3,2
320,39.6585845947266,116.363754272461,0,1,1
321,39.6585845947266,116.411819458008,0,1,1
322,39.6585845947266,116.413192749023,0,1,1
323,39.6585845947266,116.620559692383,0,4,4
324,39.6585845947266,116.624679565430,3,0,-3
325,39.6585845947266,116.634292602539,1,0,-1
326,39.6585845947266,116.637039184570,0,1,1
327,39.6585845947266,116.641159057617,0,1,1
328,39.6585845947266,116.667251586914,1,0,-1
329,39.6585845947266,116.676864624023,1,0,-1
330,39.6585845947266,116.715316772461,0,1,1
331,39.6599578857422,115.999832153320,0,1,1
332,39.6599578857422,116.069869995117,1,0,-1
333,39.6599578857422,116.079483032227,2,0,-2
334,39.6599578857422,116.080856323242,1,0,-1
335,39.6613311767578,116.114730834961,2,1,-1
336,39.6608734130859,116.117477416992,7,2,-5
337,39.6599578857422,116.174240112305,1,0,-1
338,39.6599578857422,116.321182250977,0,1,1
339,39.6599578857422,116.322555541992,0,1,1
340,39.6599578857422,116.329421997070,0,1,1
341,39.6606445312500,116.352767944336,1,4,3
342,39.6606445312500,116.354141235352,1,4,3
343,39.6613311767578,116.356201171875,10,13,3
344,39.6617889404297,116.359176635742,5,0,-5
345,39.6599578857422,116.363754272461,2,0,-2
346,39.6599578857422,116.365127563477,1,1,0
347,39.6599578857422,116.370620727539,1,2,1
348,39.6613311767578,116.415939331055,1,1,0
349,39.6599578857422,116.586914062500,2,2,0
350,39.6599578857422,116.588973999023,1,0,-1
351,39.6599578857422,116.594467163086,6,0,-6
352,39.6613311767578,116.634979248047,3,3,0
353,39.6599578857422,116.637039184570,1,0,-1
354,39.6599578857422,116.696090698242,0,1,1
355,39.6613311767578,116.038284301758,1,0,-1
356,39.6613311767578,116.285476684570,0,1,1
357,39.6613311767578,116.301956176758,0,2,2
358,39.6613311767578,116.308822631836,0,1,1
359,39.6613311767578,116.333541870117,1,0,-1
360,39.6613311767578,116.366500854492,0,1,1
361,39.6613311767578,116.382980346680,1,1,0
362,39.6613311767578,116.469497680664,0,1,1
363,39.6613311767578,116.621932983398,5,1,-4
364,39.6613311767578,116.702957153320,1,0,-1
365,39.6627044677734,115.945587158203,2,0,-2
366,39.6627044677734,115.984725952148,1,0,-1
367,39.6627044677734,115.998458862305,1,0,-1
368,39.6627044677734,116.073989868164,1,0,-1
369,39.6627044677734,116.076736450195,1,0,-1
370,39.6627044677734,116.163253784180,1,0,-1
371,39.6627044677734,116.166000366211,1,3,2
372,39.6627044677734,116.201705932617,1,2,1
373,39.6627044677734,116.205825805664,0,1,1
374,39.6627044677734,116.270370483398,0,1,1
375,39.6627044677734,116.304702758789,0,2,2
376,39.6627044677734,116.308822631836,4,5,1
377,39.6627044677734,116.317062377930,1,0,-1
378,39.6627044677734,116.348648071289,0,1,1
379,39.6627044677734,116.352081298828,9,6,-3
380,39.6627044677734,116.366500854492,1,0,-1
381,39.6627044677734,116.421432495117,1,0,-1
382,39.6627044677734,116.473617553711,1,0,-1
383,39.6627044677734,116.602706909180,1,0,-1
384,39.6627044677734,116.705703735352,1,0,-1
385,39.6627044677734,116.715316772461,0,1,1
386,39.6640777587891,116.035537719727,0,1,1
387,39.6640777587891,116.069869995117,2,3,1
388,39.6654510498047,116.084976196289,1,1,0
389,39.6640777587891,116.197586059570,1,1,0
390,39.6640777587891,116.203079223633,1,0,-1
391,39.6640777587891,116.205825805664,1,0,-1
392,39.6640777587891,116.275177001953,1,1,0
393,39.6640777587891,116.303329467773,0,1,1
394,39.6640777587891,116.305389404297,3,2,-1
395,39.6640777587891,116.308822631836,4,6,2
396,39.6640777587891,116.351394653320,1,1,0
397,39.6640777587891,116.356887817383,2,1,-1
398,39.6640777587891,116.381607055664,0,2,2
399,39.6640777587891,116.543655395508,0,1,1
400,39.6640777587891,116.545028686523,0,1,1
401,39.6640777587891,116.573867797852,1,1,0
402,39.6640777587891,116.637039184570,1,2,1
403,39.6661376953125,116.067123413086,1,1,0
404,39.6654510498047,116.068496704102,0,1,1
405,39.6664810180664,116.088409423828,0,5,5
406,39.6654510498047,116.093215942383,0,2,2
407,39.6654510498047,116.095962524414,1,2,1
408,39.6663665771484,116.106491088867,3,0,-3
409,39.6654510498047,116.111068725586,1,0,-1
410,39.6654510498047,116.139907836914,0,1,1
411,39.6654510498047,116.198959350586,1,0,-1
412,39.6654510498047,116.200332641602,0,1,1
413,39.6654510498047,116.203079223633,1,0,-1
414,39.6654510498047,116.295089721680,1,0,-1
415,39.6654510498047,116.297836303711,2,1,-1
416,39.6654510498047,116.304702758789,0,2,2
417,39.6654510498047,116.308822631836,0,1,1
418,39.6654510498047,116.350021362305,1,1,0
419,39.6659088134766,116.352310180664,4,6,2
420,39.6654510498047,116.356887817383,0,1,1
421,39.6668243408203,116.384353637695,2,1,-1
422,39.6654510498047,116.415939331055,0,1,1
423,39.6654510498047,116.420059204102,0,1,1
424,39.6654510498047,116.545028686523,0,2,2
425,39.6654510498047,116.593093872070,0,3,3
426,39.6668243408203,116.032791137695,0,1,1
427,39.6668243408203,116.083602905273,1,0,-1
428,39.6668243408203,116.092529296875,1,2,1
429,39.6668243408203,116.094589233398,3,1,-2
430,39.6668243408203,116.134414672852,0,1,1
431,39.6668243408203,116.150894165039,2,2,0
432,39.6668243408203,116.282730102539,1,0,-1
433,39.6668243408203,116.323928833008,2,2,0
434,39.6668243408203,116.328048706055,1,0,-1
435,39.6668243408203,116.330795288086,2,3,1
436,39.6668243408203,116.414566040039,2,0,-2
437,39.6668243408203,116.569747924805,1,2,1
438,39.6668243408203,116.580734252930,1,0,-1
439,39.6668243408203,116.601333618164,1,0,-1
440,39.6668243408203,116.705703735352,1,0,-1
441,39.6681976318359,116.063003540039,0,1,1
442,39.6681976318359,116.069869995117,0,2,2
443,39.6681976318359,116.085662841797,5,3,-2
444,39.6681976318359,116.106948852539,3,1,-2
445,39.6681976318359,116.149520874023,1,0,-1
446,39.6681976318359,116.160507202148,2,2,0
447,39.6681976318359,116.311569213867,1,0,-1
448,39.6681976318359,116.314315795898,0,1,1
449,39.6681976318359,116.319808959961,2,2,0
450,39.6681976318359,116.326675415039,1,2,1
451,39.6681976318359,116.358261108398,0,1,1
452,39.6681976318359,116.359634399414,1,0,-1
453,39.6681976318359,116.363754272461,1,1,0
454,39.6681976318359,116.365127563477,2,0,-2
455,39.6681976318359,116.442031860352,2,3,1
456,39.6695709228516,116.064376831055,0,2,2
457,39.6695709228516,116.065750122070,1,0,-1
458,39.6695709228516,116.080856323242,0,1,1
459,39.6695709228516,116.102828979492,0,1,1
460,39.6695709228516,116.105575561523,1,1,0
461,39.6709442138672,116.109695434570,0,2,2
462,39.6695709228516,116.135787963867,1,0,-1
463,39.6695709228516,116.245651245117,0,1,1
464,39.6695709228516,116.299209594727,1,2,1
465,39.6695709228516,116.300582885742,1,2,1
466,39.6695709228516,116.303329467773,0,1,1
467,39.6695709228516,116.319808959961,14,11,-3
468,39.6695709228516,116.343154907227,1,1,0
469,39.6695709228516,116.355514526367,0,1,1
470,39.6704864501953,116.360092163086,2,1,-1
471,39.6695709228516,116.440658569336,3,4,1
472,39.6695709228516,116.442031860352,1,0,-1
473,39.6695709228516,116.545028686523,4,1,-3
474,39.6695709228516,116.593780517578,0,2,2
475,39.6716308593750,116.065750122070,3,1,-2
476,39.6716308593750,116.069869995117,1,1,0
477,39.6709442138672,116.078109741211,2,2,0
478,39.6709442138672,116.095962524414,2,1,-1
479,39.6709442138672,116.126174926758,2,0,-2
480,39.6709442138672,116.197586059570,1,1,0
481,39.6709442138672,116.247024536133,1,0,-1
482,39.6709442138672,116.290283203125,4,0,-4
483,39.6709442138672,116.295089721680,1,0,-1
484,39.6709442138672,116.296463012695,2,1,-1
485,39.6716308593750,116.301956176758,3,2,-1
486,39.6719741821289,116.319465637207,5,27,22
487,39.6709442138672,116.328048706055,1,1,0
488,39.6723175048828,116.347274780273,3,3,0
489,39.6723175048828,116.349563598633,2,2,0
490,39.6719741821289,116.352424621582,6,4,-2
491,39.6709442138672,116.356887817383,1,1,0
492,39.6709442138672,116.450271606445,0,1,1
493,39.6709442138672,116.587600708008,1,1,0
494,39.6723175048828,116.034164428711,1,0,-1
495,39.6723175048828,116.193466186523,0,1,1
496,39.6723175048828,116.279983520508,1,0,-1
497,39.6723175048828,116.288223266602,0,1,1
498,39.6723175048828,116.327362060547,2,1,-1
499,39.6723175048828,116.330795288086,2,0,-2
500,39.6723175048828,116.344528198242,0,1,1
501,39.6723175048828,116.532669067383,2,0,-2
502,39.6723175048828,116.579360961914,0,1,1
503,39.6736907958984,116.028671264648,1,0,-1
504,39.6736907958984,116.035537719727,0,1,1
505,39.6736907958984,116.052017211914,1,0,-1
506,39.6736907958984,116.073989868164,1,0,-1
507,39.6736907958984,116.089096069336,1,0,-1
508,39.6736907958984,116.110382080078,2,1,-1
509,39.6736907958984,116.114501953125,0,3,3
510,39.6736907958984,116.122055053711,1,0,-1
511,39.6736907958984,116.123428344727,0,2,2
512,39.6736907958984,116.149520874023,0,2,2
513,39.6736907958984,116.150894165039,1,1,0
514,39.6736907958984,116.153640747070,1,1,0
515,39.6736907958984,116.196212768555,0,1,1
516,39.6736907958984,116.253890991211,1,0,-1
517,39.6736907958984,116.277236938477,2,0,-2
518,39.6736907958984,116.303329467773,1,0,-1
519,39.6736907958984,116.304702758789,6,1,-5
520,39.6736907958984,116.308135986328,5,4,-1
521,39.6736907958984,116.322555541992,0,1,1
522,39.6736907958984,116.326675415039,1,0,-1
523,39.6736907958984,116.330108642578,2,0,-2
524,39.6736907958984,116.377487182617,0,1,1
525,39.6736907958984,116.446151733398,1,0,-1
526,39.6736907958984,116.527862548828,1,3,2
527,39.6736907958984,116.534042358398,1,2,1
528,39.6736907958984,116.545028686523,0,1,1
529,39.6736907958984,116.628799438477,1,0,-1
530,39.6736907958984,116.652145385742,0,1,1
531,39.6750640869141,115.987472534180,1,1,0
532,39.6750640869141,115.988845825195,1,0,-1
533,39.6750640869141,116.063690185547,0,2,2
534,39.6750640869141,116.065750122070,0,1,1
535,39.6750640869141,116.070556640625,5,2,-3
536,39.6759796142578,116.107406616211,3,2,-1
537,39.6750640869141,116.117935180664,0,1,1
538,39.6750640869141,116.282730102539,1,0,-1
539,39.6750640869141,116.295089721680,0,1,1
540,39.6750640869141,116.297149658203,2,2,0
541,39.6750640869141,116.301956176758,1,0,-1
542,39.6750640869141,116.311569213867,0,1,1
543,39.6750640869141,116.314315795898,1,0,-1
544,39.6768951416016,116.319808959961,4,5,1
545,39.6750640869141,116.323242187500,7,0,-7
546,39.6750640869141,116.325302124023,1,0,-1
547,39.6750640869141,116.330795288086,2,0,-2
548,39.6750640869141,116.348648071289,1,1,0
549,39.6750640869141,116.351394653320,2,0,-2
550,39.6750640869141,116.377487182617,0,1,1
551,39.6750640869141,116.516189575195,0,1,1
552,39.6750640869141,116.520309448242,1,0,-1
553,39.6750640869141,116.525802612305,1,1,0
554,39.6764373779297,116.527175903320,1,2,1
555,39.6750640869141,116.531295776367,1,0,-1
556,39.6764373779297,116.535415649414,2,1,-1
557,39.6750640869141,116.542282104492,0,1,1
558,39.6750640869141,116.606826782227,1,0,-1
559,39.6750640869141,116.608200073242,0,1,1
560,39.6750640869141,116.630172729492,0,1,1
561,39.6750640869141,116.654891967773,1,0,-1
562,39.6750640869141,116.858139038086,1,1,0
563,39.6764373779297,115.983352661133,1,0,-1
564,39.6764373779297,116.105575561523,1,0,-1
565,39.6771240234375,116.150894165039,2,1,-1
566,39.6764373779297,116.154327392578,2,0,-2
567,39.6764373779297,116.161880493164,0,1,1
568,39.6773529052734,116.165084838867,3,2,-1
569,39.6764373779297,116.169433593750,2,0,-2
570,39.6778106689453,116.171493530273,1,1,0
571,39.6764373779297,116.205825805664,0,2,2
572,39.6764373779297,116.249771118164,1,1,0
573,39.6764373779297,116.268997192383,0,1,1
574,39.6773529052734,116.272201538086,1,2,1
575,39.6771240234375,116.275177001953,3,0,-3
576,39.6764373779297,116.295089721680,0,2,2
577,39.6771240234375,116.297836303711,1,5,4
578,39.6778106689453,116.301956176758,3,0,-3
579,39.6773529052734,116.316146850586,2,2,0
580,39.6778106689453,116.323242187500,11,7,-4
581,39.6764373779297,116.325302124023,0,1,1
582,39.6764373779297,116.332168579102,0,1,1
583,39.6778106689453,116.347274780273,1,5,4
584,39.6764373779297,116.348648071289,0,1,1
585,39.6764373779297,116.376113891602,1,1,0
586,39.6764373779297,116.447525024414,1,0,-1
587,39.6771240234375,116.509323120117,2,3,1
588,39.6778106689453,116.513442993164,3,4,1
589,39.6764373779297,116.532669067383,1,0,-1
590,39.6764373779297,116.534042358398,1,0,-1
591,39.6764373779297,116.591720581055,1,0,-1
592,39.6764373779297,116.733169555664,0,1,1
593,39.6764373779297,116.855392456055,0,1,1
594,39.6764373779297,116.858139038086,1,0,-1
