id,label,node,lat,lon,in,out
97,97,97,39.9785614013672,116.421432495117,1,4
98,98,98,39.6764373779297,116.322555541992,0,1
99,99,99,39.7039031982422,116.421432495117,2,2
100,100,100,39.7588348388672,116.542282104492,5,9
101,101,101,39.8961639404297,116.278610229492,6,5
102,102,102,40.0554656982422,116.343154907227,4,0
103,103,103,40.2024078369141,116.722183227539,1,1
104,104,104,39.7959136962891,116.21818542480499,0,1
105,105,105,40.0403594970703,116.73591613769501,1,0
106,106,106,39.9098968505859,116.654891967773,1,0
107,107,107,39.8920440673828,116.61506652832001,1,1
108,108,108,40.0046539306641,116.248397827148,0,1
109,109,109,39.8618316650391,116.266250610352,4,2
110,110,110,39.9497222900391,116.529922485352,0,1
111,111,111,39.8398590087891,116.65763854980499,1,0
112,112,112,39.9936676025391,116.41593933105499,1,0
113,113,113,39.7863006591797,116.48185729980499,2,5
114,114,114,39.8741912841797,116.21818542480499,0,1
115,115,115,39.8302459716797,116.35002136230499,2,2
116,116,116,39.9387359619141,116.15364074707001,0,1
117,117,117,39.8329925537109,116.458511352539,5,11
118,118,118,39.7780609130859,116.403579711914,1,0
119,119,119,39.7890472412109,116.326675415039,0,1
120,120,120,39.8659515380859,116.667251586914,0,1
121,121,121,40.1131439208984,116.567001342773,2,0
122,122,122,40.0939178466797,116.348648071289,1,1
123,123,123,40.1378631591797,116.480484008789,2,0
124,124,124,39.8838043212891,116.256637573242,2,0
125,125,125,39.9936676025391,116.366500854492,13,12
126,126,126,39.8055267333984,116.420059204102,0,4
127,127,127,39.9044036865234,116.233291625977,8,23
128,128,128,39.9593353271484,116.43791198730499,5,7
129,129,129,39.9922943115234,116.42692565917999,4,2
130,130,130,39.9497222900391,116.51618957519501,1,2
131,131,131,39.9744415283203,116.39533996582001,2,3
132,132,132,39.8989105224609,116.598587036133,1,0
133,133,133,39.8741912841797,116.507949829102,7,5
134,134,134,39.9964141845703,116.41731262207001,25,19
135,135,135,39.8755645751953,116.58210754394501,0,1
136,136,136,39.9414825439453,116.47224426269501,8,1
137,137,137,39.9373626708984,116.37199401855499,1,2
138,138,138,39.9208831787109,116.444778442383,3,3
139,139,139,39.9497222900391,116.304702758789,3,3
140,140,140,39.9524688720703,116.10969543457001,3,1
141,141,141,40.0733184814453,116.167373657227,1,1
142,142,142,39.7299957275391,116.53678894042999,1,0
143,143,143,39.9359893798828,116.36100769042999,4,15
144,144,144,39.8838043212891,116.698837280273,2,2
145,145,145,40.1364898681641,116.751022338867,1,0
146,146,146,39.8920440673828,116.374740600586,5,3
147,147,147,39.9359893798828,116.506576538086,3,5
148,148,148,39.7396087646484,116.13166809082001,2,0
149,149,149,39.8274993896484,116.39533996582001,3,1
150,150,150,39.9153900146484,116.65901184082001,1,0
151,151,151,39.8467254638672,116.226425170898,9,7
152,152,152,39.9456024169922,116.281356811523,1,7
153,153,153,40.1378631591797,116.69197082519501,0,1
154,154,154,39.8288726806641,116.19758605957001,0,1
155,155,155,40.0225067138672,116.55876159667999,2,0
156,156,156,40.0705718994141,116.59309387207001,2,0
157,157,157,40.0156402587891,116.64802551269501,0,1
158,158,158,39.7039031982422,116.476364135742,1,0
159,159,159,39.9977874755859,116.453018188477,0,1
160,160,160,40.0211334228516,116.454391479492,2,2
161,161,161,39.9785614013672,116.20857238769501,1,0
162,162,162,39.9016571044922,116.10969543457001,0,1
163,163,163,39.7698211669922,116.41731262207001,2,0
164,164,164,40.0705718994141,116.561508178711,0,1
165,165,165,40.2106475830078,116.708450317383,0,1
166,166,166,40.1584625244141,116.297836303711,1,1
167,167,167,39.7190093994141,116.576614379883,0,2
168,168,168,39.9936676025391,116.345901489258,3,1
169,169,169,39.9250030517578,116.606826782227,0,2
170,170,170,39.9346160888672,116.579360961914,1,1
171,171,171,40.0458526611328,116.676864624023,0,1
172,172,172,39.7904205322266,116.37336730957001,0,1
173,173,173,39.8961639404297,116.766128540039,8,3
174,174,174,39.7698211669922,116.502456665039,5,21
175,175,175,39.9510955810547,116.359634399414,2,3
176,176,176,39.8741912841797,116.502456665039,14,15
177,177,177,39.9730682373047,116.447525024414,70,75
178,178,178,39.8961639404297,116.392593383789,10,3
179,179,179,39.9620819091797,116.414566040039,18,17
180,180,180,39.8302459716797,116.546401977539,1,0
181,181,181,39.9181365966797,116.282730102539,8,11
182,182,182,39.9510955810547,116.557388305664,9,8
183,183,183,39.9854278564453,116.422805786133,1,0
184,184,184,39.8755645751953,116.344528198242,3,0
185,185,185,39.8824310302734,116.479110717773,5,5
186,186,186,39.7176361083984,116.270370483398,0,1
187,187,187,39.8645782470703,116.436538696289,0,1
188,188,188,40.0513458251953,116.304702758789,4,8
189,189,189,40.1721954345703,116.843032836914,0,1
190,190,190,39.9662017822266,116.277236938477,9,21
191,191,191,39.8233795166016,116.266250610352,0,1
192,192,192,40.0788116455078,116.341781616211,2,2
193,193,193,39.9332427978516,116.376113891602,0,1
194,194,194,40.0019073486328,116.484603881836,0,2
195,195,195,39.9771881103516,116.507949829102,0,1
196,196,196,40.0678253173828,116.24015808105499,1,0
197,197,197,39.9126434326172,116.55876159667999,4,5
198,198,198,39.7148895263672,116.18522644042999,1,0
199,199,199,39.8906707763672,116.71257019042999,1,0
200,200,200,39.9236297607422,116.598587036133,0,1
201,201,201,40.0266265869141,116.332168579102,1,0
202,202,202,39.8824310302734,116.381607055664,12,21
203,203,203,39.7615814208984,116.282730102539,0,1
204,204,204,39.6297454833984,116.326675415039,0,1
205,205,205,40.0032806396484,116.26213073730499,1,0
206,206,206,40.0691986083984,116.10832214355499,0,1
207,207,207,40.0582122802734,116.66862487792999,1,0
208,208,208,40.0362396240234,116.69059753417999,1,1
209,209,209,39.8343658447266,116.454391479492,15,6
210,210,210,40.0801849365234,116.55876159667999,1,0
211,211,211,39.9098968505859,116.211318969727,4,2
212,212,212,40.0252532958984,116.32804870605499,2,1
213,213,213,40.0362396240234,116.51481628417999,0,1
214,214,214,39.9538421630859,116.55876159667999,1,3
215,215,215,39.8659515380859,116.29508972167999,9,11
216,216,216,39.9222564697266,116.25251770019501,3,5
217,217,217,39.9895477294922,116.485977172852,14,17
218,218,218,39.9044036865234,116.576614379883,13,5
219,219,219,39.7011566162109,116.354141235352,1,1
220,220,220,39.9662017822266,116.38435363769501,1,0
221,221,221,39.8796844482422,116.595840454102,1,0
222,222,222,39.8989105224609,116.148147583008,0,1
223,223,223,39.9469757080078,116.59309387207001,4,5
224,224,224,39.8563385009766,116.326675415039,1,0
225,225,225,39.9442291259766,116.590347290039,1,0
226,226,226,39.8947906494141,116.67961120605499,4,3
227,227,227,39.9442291259766,116.523056030273,2,2
228,228,228,39.9414825439453,116.18522644042999,1,1
229,229,229,39.7025299072266,116.325302124023,0,1
230,230,230,39.9744415283203,116.63566589355499,0,1
231,231,231,39.9263763427734,116.553268432617,1,1
232,232,232,39.9854278564453,116.462631225586,6,3
233,233,233,39.8522186279297,116.575241088867,2,2
234,234,234,39.8329925537109,116.38435363769501,1,0
235,235,235,39.8728179931641,116.429672241211,3,5
236,236,236,39.8192596435547,116.204452514648,1,4
237,237,237,39.8632049560547,116.336288452148,0,1
238,238,238,39.9071502685547,116.330795288086,0,4
239,239,239,40.0060272216797,116.33903503417999,0,3
240,240,240,39.7313690185547,116.113815307617,1,0
241,241,241,39.9291229248047,116.31843566894501,4,4
242,242,242,39.9950408935547,116.34040832519501,0,4
243,243,243,39.9510955810547,116.47224426269501,6,8
244,244,244,40.0540924072266,116.33903503417999,1,0
245,245,245,40.0870513916016,116.43791198730499,3,2
246,246,246,40.0074005126953,116.499710083008,1,0
247,247,247,39.8123931884766,116.510696411133,5,5
248,248,248,39.8975372314453,116.442031860352,15,9
249,249,249,39.9291229248047,116.139907836914,1,1
250,250,250,39.8741912841797,116.678237915039,1,0
251,251,251,40.1955413818359,116.772994995117,0,1
252,252,252,39.9648284912109,116.297836303711,31,33
253,253,253,39.8989105224609,116.275863647461,1,1
254,254,254,39.9758148193359,116.506576538086,2,1
255,255,255,39.9689483642578,116.334915161133,45,30
256,256,256,39.9703216552734,116.400833129883,7,11
257,257,257,40.1406097412109,116.617813110352,1,1
258,258,258,40.0293731689453,116.337661743164,3,1
259,259,259,40.1612091064453,116.821060180664,0,1
260,260,260,40.0623321533203,116.502456665039,0,1
261,261,261,40.0952911376953,116.491470336914,4,1
262,262,262,40.1612091064453,116.205825805664,1,0
263,263,263,40.0623321533203,116.326675415039,13,14
264,264,264,40.1502227783203,116.414566040039,2,0
265,265,265,40.0074005126953,116.403579711914,9,8
266,266,266,40.0843048095703,116.348648071289,3,1
267,267,267,40.0623321533203,116.414566040039,2,5
268,268,268,39.8769378662109,116.325302124023,27,31
269,269,269,39.8000335693359,116.204452514648,0,1
270,270,270,39.9469757080078,116.56013488769501,2,1
271,271,271,39.7602081298828,116.205825805664,1,0
272,272,272,39.9195098876953,116.336288452148,8,9
273,273,273,39.8618316650391,116.365127563477,3,5
274,274,274,40.0293731689453,116.61369323730499,1,0
275,275,275,39.9620819091797,116.44889831542999,12,6
276,276,276,39.9675750732422,116.447525024414,6,4
277,277,277,39.9016571044922,116.689224243164,6,10
278,278,278,39.8467254638672,116.436538696289,10,13
279,279,279,39.8137664794922,116.337661743164,3,2
280,280,280,39.7808074951172,116.414566040039,2,0
281,281,281,39.9236297607422,116.579360961914,158,98
282,282,282,39.9126434326172,116.546401977539,12,6
283,283,283,39.8027801513672,116.480484008789,17,18
284,284,284,39.8686981201172,116.678237915039,0,1
285,285,285,39.8577117919922,116.733169555664,3,1
286,286,286,39.8192596435547,116.422805786133,1,0
287,287,287,39.6462249755859,116.106948852539,3,1
288,288,288,39.8329925537109,116.359634399414,1,0
289,289,289,40.1570892333984,116.534042358398,1,0
290,290,290,39.8659515380859,116.326675415039,0,1
291,291,291,39.9387359619141,116.520309448242,0,3
292,292,292,39.8508453369141,116.256637573242,0,1
293,293,293,40.0829315185547,116.402206420898,6,13
294,294,294,40.0719451904297,116.314315795898,2,2
295,295,295,40.0444793701172,116.336288452148,1,2
296,296,296,40.0664520263672,116.413192749023,59,42
297,297,297,40.0499725341797,116.171493530273,0,2
298,298,298,40.0115203857422,116.512069702148,34,9
299,299,299,40.0554656982422,116.347274780273,7,2
300,300,300,40.1049041748047,116.567001342773,1,1
301,301,301,40.1323699951172,116.643905639648,1,3
302,302,302,40.0060272216797,116.577987670898,2,0
303,303,303,39.8535919189453,116.39533996582001,31,32
304,304,304,39.7863006591797,116.343154907227,6,4
305,305,305,39.8165130615234,116.37199401855499,4,10
306,306,306,39.8178863525391,116.30744934082001,6,6
307,307,307,39.8096466064453,116.52717590332001,10,12
308,308,308,39.9826812744141,116.304702758789,4,5
309,309,309,39.8879241943359,116.444778442383,3,3
310,310,310,39.9538421630859,116.422805786133,1,7
311,311,311,39.7959136962891,116.513442993164,1,1
312,312,312,40.1062774658203,116.540908813477,0,1
313,313,313,39.8947906494141,116.501083374023,4,3
314,314,314,39.7519683837891,116.402206420898,0,2
315,315,315,39.9909210205078,116.29508972167999,1,2
316,316,316,39.8879241943359,116.674118041992,1,2
317,317,317,39.9318695068359,116.102828979492,4,2
318,318,318,39.8769378662109,116.531295776367,0,2
319,319,319,39.9428558349609,116.245651245117,3,0
320,320,320,39.7492218017578,116.155014038086,2,0
321,321,321,39.8494720458984,116.29646301269501,1,0
322,322,322,39.9263763427734,116.17561340332001,4,8
323,323,323,39.8563385009766,116.781234741211,2,1
324,324,324,39.9991607666016,116.396713256836,13,10
325,325,325,39.8467254638672,116.325302124023,8,11
326,326,326,39.9016571044922,116.490097045898,0,2
327,327,327,39.7698211669922,116.341781616211,1,0
328,328,328,39.8398590087891,116.260757446289,2,4
329,329,329,39.7959136962891,116.656265258789,2,1
330,330,330,39.8947906494141,116.425552368164,7,5
331,331,331,39.6640777587891,116.084976196289,1,0
332,332,332,39.8838043212891,116.392593383789,17,15
333,333,333,39.9607086181641,116.271743774414,0,3
334,334,334,39.9826812744141,116.689224243164,0,1
335,335,335,39.9387359619141,116.293716430664,5,2
336,336,336,39.9716949462891,116.392593383789,1,5
337,337,337,39.8906707763672,116.30744934082001,26,25
338,338,338,39.9126434326172,116.59309387207001,10,8
339,339,339,40.0046539306641,116.41593933105499,4,10
340,340,340,39.9167633056641,116.411819458008,12,10
341,341,341,39.8069000244141,116.214065551758,1,0
342,342,342,39.8151397705078,116.332168579102,2,4
343,343,343,39.9689483642578,116.090469360352,0,1
344,344,344,40.0911712646484,116.656265258789,1,0
345,345,345,40.0431060791016,116.290969848633,5,3
346,346,346,39.9483489990234,116.37199401855499,228,237
347,347,347,39.9593353271484,116.40495300292999,15,12
348,348,348,39.9263763427734,116.61369323730499,4,8
349,349,349,39.9044036865234,116.32804870605499,15,11
350,350,350,39.9153900146484,116.36100769042999,18,22
351,351,351,39.8384857177734,116.52580261230499,4,1
352,352,352,39.8494720458984,116.38298034667999,26,24
353,353,353,39.8824310302734,116.30607604980499,4,10
354,354,354,39.8604583740234,116.37199401855499,10,10
355,355,355,39.9703216552734,116.39396667480499,12,4
356,356,356,39.7698211669922,116.139907836914,0,1
357,357,357,40.0801849365234,116.421432495117,0,1
358,358,358,40.0472259521484,116.432418823242,0,4
359,359,359,39.8206329345703,116.378860473633,1,1
360,360,360,39.9085235595703,116.115188598633,1,0
361,361,361,39.9250030517578,116.20719909667999,0,2
362,362,362,40.0362396240234,116.529922485352,0,1
363,363,363,40.1749420166016,116.491470336914,0,1
364,364,364,40.0650787353516,116.161880493164,0,1
365,365,365,39.8123931884766,116.300582885742,0,1
366,366,366,39.9085235595703,116.234664916992,4,6
367,367,367,39.9304962158203,116.520309448242,4,4
368,368,368,39.9195098876953,116.443405151367,3,7
369,369,369,39.9098968505859,116.166000366211,1,1
370,370,370,39.9414825439453,116.729049682617,1,0
371,371,371,39.9593353271484,116.41731262207001,87,53
372,372,372,39.8824310302734,116.60408020019501,2,3
373,373,373,39.8494720458984,116.43928527832001,4,10
374,374,374,39.9153900146484,116.28547668457001,0,2
375,375,375,39.9593353271484,116.32942199707001,14,16
376,376,376,39.9483489990234,116.36238098144501,4,9
377,377,377,39.9263763427734,116.29646301269501,3,2
378,378,378,39.9153900146484,116.46125793457001,26,37
379,379,379,39.9044036865234,116.49421691894501,4,1
380,380,380,39.8604583740234,116.36238098144501,5,2
381,381,381,39.9057769775391,116.19758605957001,1,1
382,382,382,39.8412322998047,116.270370483398,3,2
383,383,383,39.8316192626953,116.326675415039,1,1
384,384,384,39.9634552001953,116.458511352539,3,0
385,385,385,39.6997833251953,116.370620727539,1,0
386,386,386,40.0513458251953,116.403579711914,2,0
387,387,387,39.8371124267578,116.281356811523,6,8
388,388,388,39.9222564697266,116.244277954102,9,6
389,389,389,39.9771881103516,116.409072875977,2,2
390,390,390,39.7574615478516,116.453018188477,0,1
391,391,391,39.9332427978516,116.27311706542999,1,1
392,392,392,39.8906707763672,116.37199401855499,3,3
393,393,393,39.9126434326172,116.444778442383,1,0
394,394,394,39.8934173583984,116.249771118164,1,2
395,395,395,39.9922943115234,116.436538696289,20,3
396,396,396,39.9593353271484,116.447525024414,6,3
397,397,397,39.7286224365234,116.348648071289,6,4
398,398,398,40.0087738037109,116.457138061523,1,1
399,399,399,40.0417327880859,116.534042358398,0,3
400,400,400,39.9991607666016,116.520309448242,0,3
401,401,401,39.7574615478516,116.278610229492,1,1
402,402,402,39.9222564697266,116.289596557617,1,0
403,403,403,39.8989105224609,116.453018188477,1,2
404,404,404,39.8288726806641,116.330795288086,1,2
405,405,405,39.8838043212891,116.341781616211,9,11
406,406,406,39.8398590087891,116.473617553711,2,3
407,407,407,39.9497222900391,116.319808959961,9,3
408,408,408,39.9607086181641,116.550521850586,1,0
409,409,409,39.9826812744141,116.484603881836,7,7
410,410,410,39.9497222900391,116.231918334961,3,2
411,411,411,39.8508453369141,116.440658569336,37,35
412,412,412,39.9057769775391,116.275863647461,17,8
413,413,413,39.9277496337891,116.209945678711,12,29
414,414,414,39.7711944580078,116.69197082519501,1,0
415,415,415,39.8384857177734,116.455764770508,4,4
416,416,416,39.9002838134766,116.469497680664,36,43
417,417,417,39.7258758544922,116.562881469727,0,4
418,418,418,40.1337432861328,116.409072875977,1,0
419,419,419,40.0115203857422,116.731796264648,0,1
420,420,420,40.0348663330078,116.37199401855499,18,9
421,421,421,40.0458526611328,116.42692565917999,1,3
422,422,422,40.1117706298828,116.66862487792999,1,1
423,423,423,40.0788116455078,116.24015808105499,7,7
424,424,424,40.0019073486328,116.38298034667999,10,9
425,425,425,40.1667022705078,116.24015808105499,0,1
426,426,426,40.0019073486328,116.47087097167999,2,3
427,427,427,40.0788116455078,116.41593933105499,0,2
428,428,428,40.0128936767578,116.35002136230499,3,0
429,429,429,40.0458526611328,116.33903503417999,1,0
430,430,430,40.0966644287109,116.378860473633,1,0
431,431,431,39.8645782470703,116.42692565917999,4,9
432,432,432,39.9112701416016,116.413192749023,11,6
433,433,433,39.9552154541016,116.281356811523,8,10
434,434,434,39.8206329345703,116.55876159667999,2,0
435,435,435,39.7739410400391,116.49284362792999,1,0
436,436,436,39.7176361083984,116.409072875977,1,0
437,437,437,39.7437286376953,116.319808959961,1,0
438,438,438,39.9854278564453,116.561508178711,0,1
439,439,439,39.7766876220703,116.484603881836,0,1
440,440,440,39.8178863525391,116.144027709961,1,5
441,441,441,39.8398590087891,116.429672241211,0,1
442,442,442,39.9071502685547,116.545028686523,1,0
443,443,443,40.0774383544922,116.312942504883,2,1
444,444,444,40.0005340576172,116.68098449707001,1,0
445,445,445,40.0664520263672,116.499710083008,1,0
446,446,446,40.0060272216797,116.35002136230499,1,1
447,447,447,39.8522186279297,116.421432495117,0,2
448,448,448,39.9950408935547,116.454391479492,2,0
449,449,449,39.7313690185547,116.15364074707001,1,0
450,450,450,39.8233795166016,116.466751098633,3,1
451,451,451,39.8673248291016,116.334915161133,1,5
452,452,452,39.7684478759766,116.521682739258,0,1
453,453,453,39.8879241943359,116.642532348633,4,2
454,454,454,39.8014068603516,116.532669067383,0,1
455,455,455,39.9071502685547,116.326675415039,4,3
456,456,456,40.1076507568359,116.47224426269501,1,0
457,457,457,39.9140167236328,116.488723754883,14,13
458,458,458,39.9304962158203,116.54914855957001,1,2
459,459,459,40.0746917724609,116.322555541992,0,5
460,460,460,40.0087738037109,116.564254760742,10,5
461,461,461,40.0417327880859,116.311569213867,8,2
462,462,462,40.0966644287109,116.564254760742,0,1
463,463,463,40.1625823974609,116.234664916992,1,0
464,464,464,40.0362396240234,116.277236938477,0,3
465,465,465,40.0307464599609,116.366500854492,4,1
466,466,466,40.0032806396484,116.529922485352,2,2
467,467,467,40.0637054443359,116.377487182617,2,1
468,468,468,40.0362396240234,116.540908813477,3,0
469,469,469,40.0801849365234,116.321182250977,5,3
470,470,470,40.0691986083984,116.244277954102,6,16
471,471,471,40.2010345458984,116.727676391602,3,2
472,472,472,40.0032806396484,116.354141235352,0,2
473,473,473,40.0705718994141,116.216812133789,1,1
474,474,474,40.0046539306641,116.414566040039,0,1
475,475,475,40.0485992431641,116.282730102539,1,0
476,476,476,39.8261260986328,116.289596557617,13,9
477,477,477,39.8480987548828,116.707077026367,0,1
478,478,478,39.8329925537109,116.534042358398,0,1
479,479,479,39.8110198974609,116.380233764648,1,0
480,480,480,39.8989105224609,116.116561889648,1,1
481,481,481,40.1392364501953,116.41731262207001,0,1
482,482,482,39.9895477294922,116.378860473633,10,1
483,483,483,39.8906707763672,116.345901489258,2,4
484,484,484,39.7368621826172,116.323928833008,0,3
485,485,485,39.9346160888672,116.126174926758,2,1
486,486,486,39.8796844482422,116.400833129883,45,26
487,487,487,39.9016571044922,116.203079223633,6,6
488,488,488,39.9565887451172,116.279983520508,5,4
489,489,489,39.8906707763672,116.521682739258,20,5
490,490,490,39.9236297607422,116.356887817383,39,26
491,491,491,39.9016571044922,116.642532348633,7,3
492,492,492,39.7711944580078,116.513442993164,5,5
493,493,493,40.2202606201172,116.264877319336,1,0
494,494,494,40.1035308837891,116.567001342773,0,2
495,495,495,40.0705718994141,116.424179077148,0,3
496,496,496,39.7657012939453,116.545028686523,0,1
497,497,497,39.7547149658203,116.336288452148,0,2
498,498,498,39.9277496337891,116.485977172852,3,4
499,499,499,39.9497222900391,116.332168579102,1,3
500,500,500,39.9167633056641,116.62467956542999,0,1
501,501,501,39.8508453369141,116.38298034667999,12,5
502,502,502,39.8838043212891,116.28410339355499,1,3
503,503,503,40.0994110107422,116.698837280273,1,0
504,504,504,39.7423553466797,116.554641723633,0,4
505,505,505,39.8632049560547,116.455764770508,1,4
506,506,506,39.8000335693359,116.447525024414,2,1
507,507,507,40.0170135498047,116.271743774414,11,5
508,508,508,40.1708221435547,116.733169555664,0,1
509,509,509,39.8288726806641,116.443405151367,1,0
510,510,510,39.8508453369141,116.597213745117,6,1
511,511,511,39.7615814208984,116.266250610352,2,1
512,512,512,39.8824310302734,116.60270690917999,1,2
513,513,513,40.1255035400391,116.650772094727,5,4
514,514,514,40.0485992431641,116.442031860352,0,3
515,515,515,40.1035308837891,116.277236938477,2,7
516,516,516,40.0485992431641,116.354141235352,0,2
517,517,517,40.0485992431641,116.266250610352,3,3
518,518,518,40.0266265869141,116.420059204102,0,1
519,519,519,40.0925445556641,116.310195922852,4,0
520,520,520,40.0266265869141,116.507949829102,5,6
521,521,521,39.7437286376953,116.34040832519501,1,3
522,522,522,39.9744415283203,116.41731262207001,4,4
523,523,523,39.8947906494141,116.645278930664,1,2
524,524,524,39.7629547119141,116.689224243164,1,1
525,525,525,39.9098968505859,116.653518676758,1,0
526,526,526,39.9071502685547,116.683731079102,2,1
527,527,527,39.8371124267578,116.37199401855499,4,5
528,528,528,39.8398590087891,116.413192749023,4,0
529,529,529,39.9057769775391,116.435165405273,2,9
530,530,530,39.9359893798828,116.55876159667999,3,1
531,531,531,39.7629547119141,116.182479858398,1,0
532,532,532,39.9208831787109,116.564254760742,3,11
533,533,533,39.8371124267578,116.517562866211,2,1
534,534,534,40.0334930419922,116.222305297852,1,1
535,535,535,40.0994110107422,116.277236938477,12,17
536,536,536,40.0719451904297,116.244277954102,12,15
537,537,537,40.0994110107422,116.266250610352,3,2
538,538,538,40.0829315185547,116.255264282227,0,1
539,539,539,40.0719451904297,116.442031860352,7,3
540,540,540,40.0554656982422,116.595840454102,0,1
541,541,541,40.0774383544922,116.409072875977,1,2
542,542,542,40.0884246826172,116.442031860352,0,1
543,543,543,40.1433563232422,116.299209594727,7,4
544,544,544,39.8165130615234,116.18659973144501,2,2
545,545,545,39.8343658447266,116.462631225586,1,0
546,546,546,40.0829315185547,116.642532348633,1,0
547,547,547,40.1049041748047,116.312942504883,138,145
548,548,548,40.0060272216797,116.631546020508,1,1
549,549,549,40.0884246826172,116.367874145508,1,6
550,550,550,40.1653289794922,116.279983520508,49,17
551,551,551,40.0444793701172,116.433792114258,120,99
